RowID,ObjectID,Object_Number,Sort_Number,Dept,Maker,Alpha_Sort,Title,Date,Begin_Date,End_Date,Medium,Dimensions,Credit_Line,Primary_Image_Filename,GeoRowID,GeoObjectID,Geography_Type,Continent,Subcontinent,Country
200,17552,x1991-2,1991    2x,Photo,"Henry Peach Robinson, British, 1830_1901","Robinson, Henry Peach",When the Day's Work is Done,1877,1877,1877,Albumen print,"image: 54.3 x 75.7 cm. (21 3/8 x 29 13/16 in.)
mount: 75.4 x 96.0 cm. (29 11/16 x 37 13/16 in.)
frame: 70.2 x 91.8 x 2.2 cm","Museum purchase, anonymous gift",x1991-2.jpg,204,17552,,,,
201,17972,x1991-3.2,1991    3x    2,Photo,"Ruth Bernhard, American, born Germany, 1905_2006","Bernhard, Ruth",Classic Torso,"1952, printed 1982",1952,1952,Gelatin silver print,"34.2 x 26 cm. (13 7/16 x 10 1/4 in.)
mount: 50.8 x 40.6 cm. (20 x 16 in.)",Gift of the artist,x1991-3-2.jpg,205,17972,,,,
202,33539,y1991-5,1991    5y,American,"Frederic Remington, American, 1861_1909","Remington, Frederic",Coming through the Rye,1902,1902,1902,Bronze,73 _ 72 _ 73 cm (28 3/4 _ 28 3/8 _ 28 3/4 in.),"Gift of Laurance S. Rockefeller, Class of 1932",y1991-5_FRN.jpg,206,33539,,,,
203,33540,y1991-6,1991    6y,AAA,Late Classic; Maya,Classic; Maya,Mosaic mirror,A.D. 600_800,600,800,Hematite (12 hematite fragments affixed to a stone backing),"diam. 10.5 cm. (4 1/8 in.)
b: h. 2.7 cm., w. 2.3 cm. (1 1/16 x 7/8 in.)",Gift of Mr. and Mrs. Kenneth Bower,y1991-6.jpg,207,33540,Place made,North America,Mesoamerica,Mexico
204,33564,y1991-41,1991   41y,EPS,"Abraham Bloemaert, Dutch, 1566_1651","Bloemaert, Abraham",The Four Evangelists,ca. 1612_15,1612,1615,Oil on canvas,"179 x 227.3 cm. (70 1/2 x 89 1/2 in.)
frame: 212.1 x 260.7 x 13.3 cm. (83 1/2 x 102 5/8 x 5 1/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1991-41.jpg,208,33564,Place made,Europe,,Netherlands
205,33721,y1992-2,1992    2y,Asian,"Japanese; Kofun period, 300_710",Japanese; Kofun period,Haniwa tomb figure,ca. 6th century,500,599,Earthenware with traces of pigment,"h. 50.0 cm., w. 25.3 cm., d. approx. 18.7 cm. (19 11/16 x 9 15/16 x 7 3/8 in.)","Museum purchase with funds given by Duane E. Wilder, Class of 1951",y1992-2.jpg,209,33721,Place made,Asia,,Japan
206,33665,y1992-14,1992   14y,EPS,"Peter Paul Rubens and Studio, Flemish, 1577_1640","Rubens, Peter Paul",Cupid Supplicating Jupiter,ca. 1611_15,1611,1615,Oil on canvas,"240.5 x 191.8 cm. (94 11/16 x 75 1/2 in.)
frame: 267.7 x 218.8 x 15.9 cm. (105 3/8 x 86 1/8 x 6 1/4 in.)","Gift of the Forbes Magazine Collection: Malcolm S. Forbes, Class of 1941, Steve Forbes, Class of 1970, and Christopher Forbes, Class of 1972",y1992-14.jpg,210,33665,,,,
207,33737,y1992-22,1992   22y,Asian,"Chinese; Northern Song dynasty, 960_1127; Huang Tingjian ???, 1045 - 1105",Chinese; Northern Song; Huang Tingjian,Scroll for Zhang Datong (Zeng Zhang Datong guwen ti ji ?????? **),1100,1100,1100,Handscroll; ink on paper,"Calligraphy: 34.1 x 552.9 cm. (13 7/16 x 217 11/16 in.)
Colophons: 34.8 x 303.3 cm. (13 11/16 x 119 7/16 in.)
Mount: h. 36.4 cm. (14 5/16 in.)","Gift of John B. Elliott, Class of 1951",y1992-22-1.jpg,211,33737,Place made,Asia,,China
208,33643,y1992-50,1992   50y,ABI,Roman,Roman,Miniature statuette of Herakles,2nd century A.D.,100,199,Chalcedony,"h. 3.5 cm., w. 3.2 cm., d. 1.6 cm. (1 3/8 x 1 1/4 x 5/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1992-50_OBL.jpg,212,33643,,,,
209,33669,y1992-55,1992   55y,African,Pende artist,Pende,Pendant in the form of a miniature mask,late 19th_20th century,1870,1999,Ivory,"h. 4.2 cm., w. 2.9 cm., d. 2.0 cm. (1 5/8 x 1 1/8 x 13/16 in.)","Gift of Perry E. H. Smith, Class of 1957",INV009208.jpg,213,33669,Place made,Africa,Central Africa,Democratic Republic of the Congo
210,33548,y1992-56,1992   56y,African,Pende artist,Pende,Pendant in the form of a miniature mask,late 19th_20th century,19,19,Ivory,"h. 4.2 cm., w. 2.7 cm., d. 1.7 cm. (1 5/8 x 1 1/16 x 11/16 in.)","Gift of Perry E. H. Smith, Class of 1957",INV009207.jpg,214,33548,Place made,Africa,Central Africa,Democratic Republic of the Congo
211,33504,y1992-156,1992  156y,AAA,Early Intermediate; Sihuas,Early Intermediate Period; Sihuas,Vincha (diadem),200 B.C._A.D. 200,-200,200,Silver,"h. 31.0 cm., w. 41.0 cm. (12 3/16 x 16 1/8 in.)","Gift of Dr. Daniel Rifkin, Class of 1962, and Mrs. Rifkin",y1992-156.jpg,215,33504,Place made,South America,Andes,Peru
212,33707,y1992-163,1992  163y,P&D,"Attributed to the Lu?on Master, French (Paris), active ca. 1390_1417",Lu?on Master,Saint Margaret with a Lady Donor,ca. 1405,1400,1410,Tempera and gold leaf on parchment,18.5 x 13.6 cm. (7 5/16 x 5 3/8 in.),"Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund",y1992-163.jpg,216,33707,,,,
213,33616,y1993-17,1993   17y,AAA,Late Classic; Maya; Mo?-n Buluch Laj; Patron: Yajawte? K?ihnich,Classic; Maya; Moon Buluk Laj; Yajawte? K?ihnich,Cylinder Vase with Wahy Figures,ca. A.D. 755,750,760,Ceramic with polychrome slip,"h. 20.4 cm., diam. 16.3 cm. (8 1/16 x 6 7/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1993-17_f.jpg,217,33616,Place made,North America,Mesoamerica,Guatemala
214,33740,y1993-18,1993   18y,AAA,Late Classic; Maya; attributed to Mo?-n Buluch Laj; Patron: attributed to Yajawte? K?ihnich,Classic; Maya; Moon Buluk Laj; Yajawte? K?ihnich,Bowl with Wahy Figures,ca. A.D. 755,750,760,Ceramic with polychrome slip,"h. 8.2 cm., diam. 19.0 cm. (3 1/4 x 7 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1993-18_f.jpg,218,33740,Place made,North America,Mesoamerica,Guatemala
215,33754,y1993-19,1993   19y,AAA,Late Classic; Maya; attributed to Mo?-n Buluch Laj; Patron: attributed to Yajawte? K?ihnich,Classic; Maya; Moon Buluk Laj; Yajawte? K?ihnich,Bowl with figures,ca. A.D. 755,750,760,Ceramic with polychrome slip,"h. 7.9 cm., diam. 21.0 cm. (3 1/8 x 8 1/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1993-19_a.jpg,219,33754,Place made,North America,Mesoamerica,Guatemala
216,33690,y1993-21,1993   21y,AAA,Late Intermediate; Chim?,Late Intermediate; Chim?,Bridge-spout vessel in the form of a dog suckling two puppies,A.D. 1000_1450,1000,1450,Blackware ceramic,"h. handle: 14.5 cm (5 11/16 in.)
h. spout: 16.3 cm (6 7/16 in.)
d. 10.6 cm., l. 20.0 cm. (4 3/16 x 7 7/8 in.)",Museum purchase,y1993-21.jpg,220,33690,Place made,South America,Andes,Peru
217,18615,x1993-164,1993  164x,P&D,"Johann Wolfgang Baumgartner, German, 1712_1761","Baumgartner, Johann Wolfgang",Meeting of Rebecca and Isaac: Study for Vesper (Evening),ca. 1750,1745,1755,"Pen and black ink and brush and  gray wash heightened with white gouache over black chalk, incised, on two joined sheets of gray laid paper","sheet: 46.5 x 65.2 cm. (18 5/16 x 25 11/16 in.)
mount: 54.8 x 73.7 cm. (21 9/16 x 29 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund",x1993-164_1.jpg,221,18615,,,,
218,34115,y1994-16,1994   16y,EPS,"Pinturicchio (Bernardino Di Betto), Italian, ca. 1452_1513","Pinturicchio Bernardino Di Betto,",Saint Bartholomew,ca. 1497,1492,1502,Tempera on wood panel,"59.6 x 51 cm. (23 7/16 x 20 1/16 in.)
frame: 100 x 89.5 x 16.5 cm. (39 3/8 x 35 1/4 x 6 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund, from the estate of Gentili di Giuseppe",y1994-16.jpg,222,34115,,,,
219,34052,y1994-17,1994   17y,EPS,"Philippe de Champaigne, French, born Brussels, 1602_1674","Champaigne, Philippe de",The Visitation,1643_48,1643,1648,Oil on canvas,"114.5 x 88.5 cm. (45 1/16 x 34 13/16 in.)
frame: 141.6 x 112.7 x 12.4 cm. (55 3/4 x 44 3/8 x 4 7/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",y1994-17.jpg,223,34052,,,,
220,34095,y1994-38,1994   38y,African,Akan artist,Akan,Prestige bracelet (benfra),late 19th_20th century,1870,1999,Gold,"h. 5.1 cm., d. 2.2 cm., diam. 10.8 cm. (2 x 7/8 x 4 1/4 in.)","Museum purchase, gift of the Hans A. Widenmann, Class of 1918, and Dorothy Widenmann Foundation",y1994-38.jpg,224,34095,Place made,Africa,West Africa,Ghana
221,34137,y1994-77,1994   77y,EPS,"Balthasar van der Ast, Dutch, 1593/4_1657","van der Ast, Balthasar","Still Life:  Shells, Carnations, Lily of the valley, Crocii, Rose, Plums, Cherries and Insects on a Ledge",1630s_50s,1613,1657,Oil on wood panel,"24.1 x 32.3 cm. (9 1/2 x 12 11/16 in.)
frame: 34.9 x 43.5 x 7.3 cm. (13 3/4 x 17 1/8 x 2 7/8 in.)",Anonymous gift,y1994-77.jpg,225,34137,,,,
222,33952,y1994-136,1994  136y,American,"Georgia O'Keeffe, American, 1887_1986","O'Keeffe, Georgia",From a New Jersey Weekend II,1941,1941,1941,Oil on canvas,"91.5 x 61 cm. (36 x 24 in.)
frame: 104 _ 73.3 _ 3 cm (40 15/16 _ 28 7/8 _ 1 3/16 in.)",Gift of the Georgia O'Keeffe Foundation,y1994-136.jpg,226,33952,,,,
223,33873,y1994-151,1994  151y,American,"John Frederick Kensett, American, 1816_1872","Kensett, John Frederick",Lake George,ca. 1870,1865,1875,Oil on academy board,"36.2 x 61.9 cm. (14 1/4 x 24 3/8 in.)
frame: 65.7 _ 91.5 cm (25 7/8 _ 36 in.)","Bequest of Elaine King in memory of her husband, Col. Herbert G. King, Class of 1922",y1994-151.jpg,227,33873,,,,
224,45910,1995-59,1995   59,P&D,"Pierre-Antoine Patel, called Patel the Younger, French, 1648_1707","Patel, Pierre-Antoine",Winter landscape with bridge and castle,1693,1693,1693,Gouache on parchment,15.9 x 27 cm. (6 1/4 x 10 5/8 in.),"Museum purchase, Laura P. Hall Memorial Fund",1995-59.jpg,228,45910,,,,
225,2843,1995-187,1995  187,Asian,Javanese; Late East Javanese,Javanese; Javanese,Tree of Heaven hanging oil lamp,14th_15th century,1300,1499,Bronze,"h. 21.7 cm., w. 18.7 cm., d. 18.5 cm. (8 9/16 x 7 3/8 x 7 5/16 in.)","Gift of Mitchell Wolfson Jr., Class of 1963",1995-187.jpg,229,2843,Place made,Asia,,Indonesia
226,2854,1995-188,1995  188,AAA,Middle Formative; Olmec style,Formative; Olmec,Pendant of a human head wearing a duck mask,900_500 B.C.,-900,-500,Blackstone,"h. 7.8 cm., w. 3.8 cm., d. 2.6 cm. (3 1/16 x 1 1/2 x 1 in.)",Gift of Gillett G. Griffin,1995-188.jpg,230,2854,Place made,North America,Mesoamerica,Mexico
227,4568,1995-332,1995  332,AAA,Early Formative; Olmec style,Formative; Olmec,Tecomate,1200_900 B.C.,-1200,-900,Ceramic with fire clouding and highly burnished cream slip,"h. 10.3 cm., diam. 13.8 cm (4 1/16 x 5 7/16 in.)",Gift of Gillett G. Griffin in honor of Allen Rosenbaum,1995-332.jpg,231,4568,Place made,North America,Mesoamerica,Mexico
228,48056,1995-408,1995  408,African,Ejagham artist,Ejagham,Emblem of the Leopard (Ngbe) Society,late 19th_early 20th century,1879,1929,"Animal bones, wood, cane, raffia, and vegetable fibers","h. 115.0 cm., w. 107.0 cm. (45 1/4 x 42 1/8 in.)","Gift of H. Kelley Rollings, Class of 1948, and Mrs. Rollings",1995-408.jpg,232,48056,Place made,Africa,,Southwest Nigeria or West Cameroon
229,46966,1996-62,1996   62,American,"Benjamin West, American, 1738_1820","West, Benjamin",The Woman Clothed with the Sun Fleeth from the Persecution of the Dragon,ca. 1797,1792,1802,Oil on paper laid down on wood panel,"149 x 69 cm. (58 11/16 x 27 3/16 in.)
frame: 168.5 _ 87.2 _ 6.5 cm (66 5/16 _ 34 5/16 _ 2 9/16 in.)","Museum purchase, Kathleen Compton Sherrerd Fund for American Art",1996-62.jpg,233,46966,,,,
230,47145,1996-74,1996   74,Photo,"Henri-Victor Regnault, French, 1810_1878; Printed by Louis D_sir_ Blanquart-Evrard, French, 1802_1872","Regnault, Henri-Victor; Blanquart-Evrard, Louis D_sir_","Still Life: Cauldron, Pitcher, and Vegetables",ca. 1852,1847,1857,Salted paper print,21.5 x 16.2 cm. (8 7/16 x 6 3/8 in.),"Museum purchase, anonymous gift",1996-74.jpg,234,47145,,,,
231,4948,1996-153,1996  153,EPS,French,French,Relief from a Casket: Scenes of Lovers and Game-Playing,ca. 1340_60,1340,1360,Ivory,"h. 10.5 cm., w. 25.0 cm., d. 0.7 cm. (4 1/8 x 9 13/16 in)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund",1996-153.jpg,235,4948,Place made,Europe,,France
232,2732,1996-181,1996  181,P&D,"Thomas Doughty, American, 1793_1856","Doughty, Thomas",The Highlands from West Point,1839,1839,1839,Watercolor and graphite on cream wove paper,24.1 x 40.5 cm. (9 1/2 x 15 15/16 in.),"Museum purchase, gift of Leonard Milberg, Class of 1953, in honor of his son-in-law, David H. Shapiro, Class of 1992",STU00701.jpg,236,2732,,,,
233,5363,1996-289,1996  289,Asian,"Chinese; Northern Qi or, 550_577; early Tang dynasty, 618_907",Chinese; Northern Qi; Tang dynasty,Winged porcine beast,6th_7th century,500,699,Earthernware with appliqu_ and glazed decoration,"h. 34.7 cm., w. 33.2 cm., approx. d. 4.0 cm. (13 11/16 x 13 1/16 x 1 9/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",1996-289.jpg,237,5363,Place made,Asia,,China
234,12950,1997-6,1997    6,African,Efut artist,Efut,Headdress,late 19th_early 20th century,1879,1929,"Animal skin, wood, natural fibers, and vegetable pigments",h. 56.0 cm. (22 in.),Gift of the Friends of the Princeton University Art Museum on the occasion of the 250th Anniversary of Princeton University,1997-6.jpg,238,12950,Place made,Africa,West Africa,Nigeria
235,8102,1997-32,1997   32,Asian,"Chinese; Eastern Han dynasty, A.D. 25_220",Chinese; Eastern Han,Massive green-glazed horse,,25,220,Red earthenware with green glaze,"h. 139.7 cm., l. 119.0 cm., w. 34.0 cm. (55 x 46 7/8 x 13 3/8 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund",1997-32_e.jpg,239,8102,Place made,Asia,,China
236,8146,1997-36,1997   36,ABI,"Greek, possibly Athenian",Greek,Statuette of a centaur,ca. 530 B.C.,-580,-480,Cast bronze,"h. 11.1 cm., w. 3.9 cm., l. 11.9 cm. (4 3/8 x 1 9/16 x 4 11/16 in.)",Gift of Damon Mezzacappa,1997-36.jpg,240,8146,,,,
237,10003,1997-54,1997   54,ABI,"Greek, Attic",Attic,Black-figure horse head amphora,ca. 600_580 B.C.,-600,-580,Ceramic,"h. 33.2 cm., w. 24.1 cm., diam. 23.4 cm. (13 1/16 x 9 1/2 x 9 3/16 in.)
diam. foot 12.8 cm. (5 1/16 in.)
diam. rim 12.8 cm. (5 1/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",1997-54.jpg,241,10003,,,,
238,8515,1997-102,1997  102,EPS,"Cornelis Cornelisz. van Haarlem, Dutch, 1562_1638","Cornelisz. van Haarlem, Cornelis",A Courting Couple and Woman with a Songbook,ca. 1594,1589,1599,Oil on canvas,"85.7 x 95.3 cm. (33 3/4 x 37 1/2 in.)
frame: 107.9 x 117.2 x 12.4 cm. (42 1/2 x 46 1/8 x 4 7/8 in.)","Museum purchase, partial gift of Mr. H. Kelley Rollings, Class of 1948, and Mrs. Rollings",1997-102.jpg,242,8515,,,,
239,38193,1997-104,1997  104,AAA,Okvik/OBS I,Okvik/OBS I,Human figure,A.D. 100-400,100,400,Walrus ivory,"h. 16.6 cm., w. 4.5 cm., d. 3 cm. (6 9/16 x 1 3/4 x 1 3/16 in.)","The Lloyd E. Cotsen, Class of 1950, Eskimo Bone and Ivory Carving Collection",1997-104_FRN.jpg,243,38193,Place collected,North America,Arctic,United States
240,38282,1997-206,1997  206,AAA,Punuk or Western Thule,Punuk,Whale-tail comb,A.D. 800_1850,800,1850,Walrus ivory,"h. 5.3 cm., w. 2.8 cm., d. 0.2 cm. (2 1/16 x 1 1/8 x 1/16 in.)","The Lloyd E. Cotsen, Class of 1950, Eskimo Bone and Ivory Carving Collection",1997-206_REC.jpg,244,38282,Place excavated,North America,Arctic,United States
241,8894,1997-464,1997  464,AAA,Middle Horizon; Wari,Middle Horizon; Wari,Drum,A.D. 500_800,500,800,"Gesso covered camelid hide, with hide lacings over wooden slats, painted with hide lacing over wooden slates","h. 27 cm., w. 28.0 cm. (10 5/8 x 11 in.)",Gift of Philip M. Holstein Jr.,1997-464.jpg,245,8894,Place made,South America,Andes,Peru
242,8905,1997-465,1997  465,AAA,Late Classic; Maya,Classic; Maya,Plate with maize god resurrection scene,A.D. 600_800,600,800,Ceramic with polychrome slip,"h. 11.4 cm., diam. 37.5 cm. (4 1/2 x 14 3/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",1997-465.jpg,246,8905,Place made,North America,Mesoamerica,Guatemala
243,37441,1997-608,1997  608,AAA,Late Classic; Classic Veracruz,Classic; Classic Veracruz,Xipe Totec,A.D. 600_900,600,900,Ceramic with chapopote (black tar),"h. 69.3 cm., w. 28.0 cm., d. 22.0 cm. (27 5/16 x 11 x 8 11/16 in.)",Gift of Esther and Moshe Bronstein,1997-608.jpg,247,37441,Place made,North America,Mesoamerica,Mexico
244,38058,1998-34,1998   34,AAA,Late Horizon; Inka,Late Horizon; Inka,Llama,A.D. 1438_1532,1400,1550,Hammered gold,"h. 4.9 cm., w. 4.3 cm., d. 1.0 cm. (1 15/16 x 1 11/16 x 3/8 in.)","Gift of Carol R. Meyer, in honor in Gillett G. Griffin of the occasion of his 70th birthday",1998-34.jpg,248,38058,Place made,South America,Andes,"Peru, Argentina, or Chile"
245,37715,1998-37,1998   37,ABI,"Egyptian; New Kingdom,early 18th Dynasty",Egyptian; New Kingdom,Fragmentary lid from the coffin of Wadj-shemsi-su,ca. 1500_1425 B.C.,-1500,-1425,"Wood, painted plaster, limestone, obsidian, and bronze","h. 61.0 cm., w. 39.5 cm., d. 20.5 cm. (24 x 15 9/16 x 8 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",1998-37.jpg,249,37715,,,,
246,37626,1998-38,1998   38,EPS,"Pietro da Cortona (Pietro Berrettini), Cortona 1596_1669 Rome",Pietro da Cortona Berrettini Pietro,Saint Martina Refuses to Adore the Idols,1654_60,1654,1660,Oil on canvas,"104 x 86 cm. (40 15/16 x 33 7/8 in.)
frame: 129.9 x 111.8 x 7 cm. (51 1/8 x 44 x 2 3/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",1998-38.jpg,250,37626,,,,
247,37297,1998-47,1998   47,Photo,"William Henry Fox Talbot, British, 1800_1877","Talbot, William Henry Fox",Loch Katrine,1844,1844,1844,Salted paper print,"image: 17.3 x 21.1 cm. (6 13/16 x 8 5/16 in.)
sheet: 18.6 x 22.6 cm. (7 5/16 x 8 7/8 in.)","Museum purchase, Surdna Fund, in honor of Peter C. Bunnell",1998-47.jpg,251,37297,,,,
248,61903,1998-51 a,1998   51 a,Asian,"Chinese; Northern Song dynasty, 960_1127; Mi Fu ??, 1052_1107",Chinese; Northern Song; Mi Fu,"Abundant Harvest (Sui feng tie ???)
",ca. 1093_94,1088,1098,Album leaf; ink on paper,"Calligraphy: 31.7 x 33.0 cm. (12 1/2 x 13 1/8 in.)
Leaf: 37.2 x 59 cm. (14 5/8 x 23 1/4 in.)
Mat: 45.8 x 63.5 cm. (18 1/16 x 25 in.)","Bequest of John B. Elliott, Class of 1951",1998-51A.jpg,252,61903,Place made,Asia,,China
249,36296,1998-51 a-c,1998   51 a    c,Asian,"Chinese; Northern Song dynasty, 960_1127; Mi Fu ??, 1052_1107",Chinese; Northern Song; Mi Fu,"Three Letters (San zha ??); 
a: Abundant Harvest (Sui feng tie ???), 
b: Escaping Summer Heat (Tao shu tie ???),
c: Hasty Reply before Guests (Dui ke caocao tie ?????).
",ca. 1093_94,1088,1098,Album of 3 leaves; ink on paper,"Album: 41 x 29.5 x 1.5 cm. (16 1/8 x 11 5/8 x 9/16 in.)
Cloth box: 46.2 x 34.5 x 6.3 cm. (18 3/16 x 13 9/16 x 2 1/2 in.)","Bequest of John B. Elliott, Class of 1951",1998-51A.jpg,253,36296,Place made,Asia,,China
250,61904,1998-51 b,1998   51 b,Asian,"Chinese; Northern Song dynasty, 960_1127; Mi Fu ??, 1052_1107",Chinese; Northern Song; Mi Fu,"Escaping Summer Heat (Tao shu tie ???), from Three Letters (San zha ??)
",ca. 1094,1089,1099,Album leaf; ink on paper,"Calligraphy: 30.9 x 40.6 cm. (12 1/8 x 16 in.)
Leaf: 37.2 x 59 cm. (14 5/8 x 23 1/4 in.)
Mat: 45.8 x 63.5 cm. (18 1/16 x 25 in.)","Bequest of John B. Elliott, Class of 1951",1998-51B.jpg,254,61904,Place made,Asia,,China
251,61905,1998-51 c,1998   51 c,Asian,"Chinese; Northern Song dynasty, 960_1127; Mi Fu ??, 1052_1107",Chinese; Northern Song; Mi Fu,"Hasty Reply before Guests (Dui ke caocao tie ?????), from Three Letters (San zha ??)
",ca. 1093_94,1088,1098,Album leaf; ink on paper,"Calligraphy: 31.7 x 39.7 cm. (12 1/2 x 15 5/8 in.)
Leaf: 37.2 x 59 cm. (14 5/8 x 23 1/4 in.)
Mat: 45.8 x 63.5 cm. (18 1/16 x 25 in.)","Bequest of John B. Elliott, Class of 1951",1998-51C.jpg,255,61905,Place made,Asia,,China
252,36273,1998-53,1998   53,Asian,"Chinese; Yuan dynasty, 1260_1368; Zhao Mengfu ???, 1254_1322",Chinese; Yuan dynasty; Zhao Mengfu,Record of the Miaoyan Monastery (Huzhou Miaoyansi ji  ??????),ca. 1309_10,1309,1310,Handscroll; ink on paper,"Calligraphy: 34.2 x 364.5 cm. (13 7/16 x 143 1/2 in.)
Colophons: 34.6 x 206.7 cm. (13 5/8 x 81 3/8 in.)
Mount: h. 36.2 cm. (14 1/4 in.)","Bequest of John B. Elliott, Class of 1951",1998-53_DET18.jpg,256,36273,Place made,Asia,,China
253,35203,1998-140,1998  140,Asian,"Chinese; Eastern Jin dynasty, 317_420; Wang Xizhi ???, 303_361",Chinese; Eastern Jin; Wang Xizhi,Ritual to Pray for Good Harvest (Xingrang tie ???),undated,323,361,Handscroll; ink on ying huang paper,"Calligraphy (letter proper): 24.4 x 8.9 cm. (9 5/8 x 3 1/2 in.)
Calligraphy: 30 x 372 cm. (11 13/16 x 146 7/16 in.)
Mount: h. 29.8 cm. (11 3/4 in.)","Bequest of John B. Elliott, Class of 1951",1998-140-1.jpg,257,35203,Place made,Asia,,China
254,37468,1998-148,1998  148,Asian,"Chinese; Ming dynasty, 1368_1644; Zhu Yunming, 1461_1527; frontispiece by Pu Ru ??
, 1896_1963",Chinese; Ming dynasty; Zhu Yunming; Pu Ru,The Arduous Road to Shu and Song of the Immortal by Li Bo,late 15th_early 16th century,1470,1529,Handscroll; ink on paper,"Calligraphy: 29.4 x 510.6 cm. (11 9/16 x 201 in.)
Frontispiece: 29.3 x 92.5 cm. (11 9/16 x 36 7/16 in.)
Mount: h. 35.4 cm. (13 15/16 in.)","The John B. Elliott, Class of 1951, Collection",1998-148-1.jpg,258,37468,Place made,Asia,,China
255,35073,1998-165,1998  165,P&D,"Adolph von Menzel, German, 1815_1905","von Menzel, Adolph",Heads of Two Old Men; Sketch of Right Hand Holding Hat,1887,1887,1887,Graphite with stumping on cream wove paper,20.9 x 12.7 cm. (8 1/4 x 5 in.),"Museum purchase, gift of the Advisory Council of The Art Museum in honor of Allen Rosenbaum on the occasion of his retirement",1998-165.jpg,259,35073,,,,
256,36384,1998-221 a-b,1998  221 a    b,AAA,Middle Classic; Teotihuacan style,Classic; Teotihuacan,Two-part censer in the form of an architectural model,A.D. 400_550,400,550,Ceramic with pigment,"top: h. 55.0 cm., diam. 29.0 cm. (21 5/8 x 11 7/16 in.) 
base: h. 17.0 cm., diam. 28.5 cm. (6 11/16 x 11 1/4 in.)",Gift of Samuel Merrin in honor of Allen Rosenbaum,1998-221A-B.jpg,260,36384,Place made,North America,Mesoamerica,Guatemala
257,36457,1998-305,1998  305,Asian,"Chinese; Yuan dynasty, 1260_1368",Chinese; Yuan dynasty,Jar,,1260,1368,Cizhou ware with underglaze painted decoration,"h. 31.7 cm., diam. 27.0 cm. (12 1/2 x 10 5/8 in.)","Bequest of John B. Elliott, Class of 1951",1998-305.jpg,261,36457,Place made,Asia,,China
258,36732,1998-482,1998  482,AAA,Okvik / Old Bering Sea culture,Okvik,Harpoon socket piece carved as a polar bear head,A.D. 100_400,100,400,Walrus ivory,14.6 x 3.4 x 3.1 cm. (5 3/4 x 1 5/16 x 1 1/4 in.),"Bequest of John B. Elliott, Class of 1951",1998-482.jpg,262,36732,Place excavated,North America,Arctic,United States
259,36837,1998-499,1998  499,AAA,Okvik,Okvik,Human figure with rib-like chest engravings,A.D. 100_400,100,400,Walrus ivory,18.6 x 4.6 x 3.3 cm. (7 5/16 x 1 13/16 x 1 5/16 in.),"Bequest of John B. Elliott, Class of 1951",1998-499.jpg,263,36837,Place excavated,North America,Arctic,United States
260,37280,1998-538,1998  538,African,Northern Nguni artist,Nguni,Headrest,late 19th_20th century,1870,1999,Wood,"h. 15.2 cm., l. 51.5 cm., d. 10.9 cm. (6 x 20 1/4 x 4 5/16 in.)","Bequest of John B. Elliott, Class of 1951",1998-538.jpg,264,37280,Place made,Africa,,South Africa
261,36998,1998-539 a-c,1998  539 a    c,African,Tsonga artist,Tsonga,Double headrest with snuff containers (isigqiki),late 19th_20th century,1870,1999,Wood,"h. 15.0 cm., l. 75 cm., d. 4.8 cm. (5 7/8 x 29 1/2 x 1 7/8 in.)","Bequest of John B. Elliott, Class of 1951",1998-539A-C.jpg,265,36998,Place made,Africa,,South Africa and Mozambique
262,37036,1998-541,1998  541,African,Northern Nguni (Zulu or Swazi) artist,Nguni,Headrest,late 19th_20th century,1870,1999,Wood,"h. 15.7 cm., l. 44.3 cm., d. 9.0 cm. (6 3/16 x 17 7/16 x 3 9/16 in.)","Bequest of John B. Elliott, Class of 1951",1998-541.jpg,266,37036,Place made,Africa,,South Africa or Swaziland
263,37197,1998-542,1998  542,African,probably Tsonga -related group,Tsonga,Headrest with scepter or wand,late 19th_20th century,1870,1999,Wood,"h. 12.4 cm., w. 61.7 cm., d. 7.3 cm. (4 7/8 x 24 5/16 x 2 7/8 in.)","Bequest of John B. Elliott, Class of 1951",y1998-542.jpg,267,37197,Place made,Africa,Southern Africa,Zimbabwe
